Title	Abstract
Critical Analysis of Maslow’s Hierarchy of Need	This paper intends to provide a critique of Maslow’s Hierarchy of Need, a psychological model that often goes unquestioned within the education sector. Examples will be given of the authors own professional practice and experience in relation to the Hierarchy of Need (HON) and discussed in terms of the critique. The paper concludes that whilst some elements of the HON may be useful in education it does have some serious flaws that also need to be considered when applying this to practice. This paper hopes to demonstrate that, quite often, the theoretical underpinning and research basis for theories that are widely used in education are neglected, highlighting that each planned action or perspective that may be used within education needs exploring in terms of context, evidence base and relevance.
Determination of Alternaria spp. Habitats Using 7-Day Volumetric Spore Trap, Hybrid Single Particle Lagrangian Integrated Trajectory Model and Geographic Information System	There are many species among the Alternaria genus, which hosts on economically important crops causing significant yield losses. Less attention has been paid to fungi hosting on plants constituting substantial components of pastures and meadows. Alternaria spp. spores are also recognised as important allergens.    A 7-day volumetric spore trap was used to monitor the concentration of airborne fungal spores. Air samples were collected in Worcester, England (2006–2010). Days with a high spore count were then selected. The longest episode that occurred within a five year study was chosen for modelling. Two source maps presenting distribution of crops under rotation and pastures in the UK were produced. Back trajectories were calculated using the HYSPLIT model. In ArcGIS clusters of trajectories were studied in connection with source maps by including the height above ground level and the speed of the air masses.    During the episode no evidence for a long distance transport from the continent of Alternaria spp. spores was detected. The overall direction of the air masses fell within the range from South-West to North. The back trajectories indicated that the most important sources of Alternaria spp. spores were located in the West Midlands of England.
Footprint Areas of Pollen From Alder (Alnus) and Birch (Betula) in the UK (Worcester) and Poland (Wrocław) During 2005–2014	In this study we analyzed daily pollen concentrations of Alnus spp. and Betula spp. from Worcester, UK and Wrocław,   Poland. We analyzed seasonality, annual pollen index and footprint areas for the observed pollen concentrations by using the trajectory model hybrid single particle Lagrangian integrated trajectory (HYSPLIT). We examined 10 years of data during the period 2005–2014 and found substantial differences in the seasonality, pollen indices and footprint areas. For both genera, concentrations in Wrocław are in general much higher, the seasons are shorter and therefore more intense than in Worcester. The reasons appear to be related to the differences in overall climate between the two sites and more abundant sources in Poland than in England. The footprint areas suggest that the source of the pollen grains are mainly local trees but appear to be augmented by remote sources, in particular for Betula spp. but only to a small degree for Alnus spp. For Betula spp., both sites appear to get contributions from areas in Germany, the Netherlands and Belgium, while known Betula   spp. rich regions in Russia, Belarus and Scandinavia had a very limited impact on the pollen concentrations in Worcester and Wrocław. Substantial and systematic variations in pollen indices are seen for Betula spp. in Wrocław with high values every second year while a similar pattern is not observed for Worcester. This pattern was not reproduced for Alnus spp.
An Assessment of the Potential for Co-exposure to Allergenic Pollen and Air Pollution in Copenhagen, Denmark	Co-exposure to air pollutants and pollen allergens can aggravate the allergic reaction and reduce the threshold at which susceptible individuals are affected. Here we assessed which air pollutants may be of particular relevance when investigating co-exposure with pollen. We examined the yearly variation and diurnal patterns of pollen and air pollution on days with peak pollen concentrations and non-peak days separately. The analysis was performed for measurements of grass and birch pollen, sulfur dioxide, ozone, nitrogen dioxide and particulate matter. Results indicated that high ozone concentrations coincide both seasonally and diurnally with high pollen concentrations, and that ozone concentrations were higher on peak pollen days, potentially leading to clinically relevant simultaneous co-exposure. For nitrogen dioxide and sulfur dioxide no periods with peaks simultaneously with peaks in pollen loads was identified, and concentrations were below potential thresholds for adjuvant effects to the allergic reaction. For particulate matter no simultaneous peaks in diurnal or seasonal concentrations were identified, however concentrations were higher on peak pollen days compared with non-peak days. When considering co-exposure effects from pollen and pollutants, ozone appears to be the most relevant pollutant to further examine for effects of simultaneous co-exposures.
Enabling Hospital Staff to Care for People with Dementia	This is the fourth and final article in a short series that presents case study examples of the positive work achieved by trusts who participated in the Royal College of Nursing’s development programme to improve dementia care in acute hospitals. Dementia training in hospitals is often inadequate  and staff do not always have sufficient knowledge of dementia to provide appropriate care. It can also be difficult for them to identify when patients with dementia are in pain, especially when their communication skills deteriorate. The case studies  presented illustrate how two NHS trusts have worked to ensure that their staff are fully equipped to care for people with dementia in hospital. Basildon and Thurrock University hospitals NHS Foundation Trust in Essex made dementia training  a priority by including dementia awareness in staff induction across a range of roles and providing additional training activities tailored to meet staff needs. Nottingham University Hospitals NHS Trust focused on pain assessment, aiming to standardise its approach for patients with dementia. The pain assessment in advanced dementia tool was chosen and piloted, and is being implemented across the trust after a positive response.
Reducing Social Isolation in a Rural Community Through Participation in Creative Arts Projects	This article reports the initial findings from the  evaluation of four creative arts projects involving  groups of older people living in a rural community.  The purpose of the projects was to reduce social  isolation among participants through providing direct  access to arts and social activities.  The view was that these activities would improve  life skills and independence, increase levels of activity  and improve the health, wellbeing and quality of life  of participants.  Evaluation of these projects demonstrated  increased levels of self-worth and self-esteem among  participants, and many of the older people involved  agreed that they had made new friends while having  the opportunity to try out a new activity.
How Mentors Can Influence Values, Behaviours and Attitudes of Nursing Staff Through Positive Professional Socialisation	This article explores the concept and processes involved in professional socialisation and how mentors and nurse managers can help to foster positive aspects of this in their practice. Positive professional socialisation needs champions to instil fundamental professional values and behaviours in nursing staff, and managers need to support mentors to influence and lead the way in promoting standards of excellence in the nursing profession to assure public trust and confidence, and ultimately patient safety. The time out activities will ask you to consider and develop possible strategies to help support mentors and staff, and aim to encourage you to explore the potential benefits of positive professional socialisation for your team in delivering high quality patient care.
A Systematic Review of the Effect of Cognitive Strategies on Strength Performance	Background  Researchers have tested the beliefs of sportspeople and sports medicine specialists that cognitive strategies influence strength performance. Few investigators have synthesised the literature.  Objectives  The specific objectives were to review evidence regarding (a) the cognitive strategy–strength performance relationship; (b) participant skill level as a moderator; and (c) cognitive, motivational, biomechanical/physiological, and emotional mediators.  Method  Studies were sourced via electronic databases, reference lists of retrieved articles, and manual searches of relevant journals. Studies had to be randomised or counterbalanced experiments with a control group or condition, repeated measures, and a quality control score above 0.5 (out of 1). Cognitive strategies included goal setting, imagery, self-talk, preparatory arousal, and free choice. Dependent variables included maximal strength, local muscular endurance, or muscular power.  Results  Globally, cognitive strategies were reliability associated with increased strength performance (results ranged from 61 to 65 %). Results were mixed when examining the effects of specific strategies on particular dependent variables, although no intervention had an overall negative influence. Indeterminate relationships emerged regarding hypothesised mediators (except cognitive variables) and participant skill level as a moderator.  Conclusions  Although cognitive strategies influence strength performance, there are knowledge gaps regarding specific types of strength, especially muscular power. Cognitive variables, such as concentration, show promise as possible mediators
Singing Better Songs? A Life History Study of Higher  Education Teacher Educators Working in the English Further  Education Sector	There has been a growth in the last 10 years of higher education provision in the English further  education sector. This article examines the thoughts and feelings of three higher-education-level  teachers working in the further education sector. Using Ivor Goodson’s life history approach,  it identifies a high degree of compliance with the system by the teachers. In order to justify the  conflict between organisational and teacher concerns, key strategies were formed. These included  celebrating further education as a place which gives people a second chance, a students-first focus  and the significance of the human connection made at work. There were also similarities between  the underlying motivations of teachers to teach at a higher level than many of their colleagues,  which included family, class, control and the significance of dominant others in their lives.
Admiral Nursing in Care Homes	Admiral Nurses provide much needed support in the community, but their growing role in care homes has had less attention. A new evaluation shows they are making a strong impact here too, report Isabelle Latham and colleagues.
Humour With a Purpose: Creativity With Language in Facebook  Status Updates	This paper examines everyday linguistic creativity and humour in Facebook status updates.  Analysis of the updates, collected in 2011 from 60 UK users, shows how people achieve particular  humorous tones through creative combinations of lexis and syntax, adding reinforcements  such as innovative punctuation to tighten the construction of the update. The linguistic  features they use are not in themselves novel, but the creativity lies in the individuals' effective  selection and use of them. The language is often playful, but the whole performance has a  serious purpose: people invite a sympathetic perspective on themselves. Humour, particularly  self-deprecation, is used to construct a personal narrative and thus perform their identity. In  short, the paper celebrates the capacity of ordinary people to seize opportunities for using  language skilfully and creatively to represent themselves and their lives.
Affective Temperaments and Concomitant Alcohol Use Disorders in Bipolar Disorder	BACKGROUND:  Alcohol misuse (AM) is more common in bipolar disorder (BD) than within the general population but the mechanisms of this association are unclear. We hypothesized that certain affective temperaments (including hyperthymic, cyclothymic, anxious, depressive and/or irritability) might represent 'fundamental states' contributing to risk of both AM and BD and we aimed to assess whether extremes of these five affective temperaments were associated with BD and concomitant AM status.  METHODS:  Our sample comprised 1420 individuals with BD who were recruited into a clinical-genetic study conducted by the Bipolar Disorder Research Network. Phenotypic assessments, including evaluation for AM and the 32-item TEMPS-A questionnaire, were conducted. Binary logistic regression was used to determine the effect of TEMPS-A scores on the likelihood of concomitant AM, with adjustment for confounders.  RESULTS:  Mean scores for four affective temperaments (hyperthymic, cyclothymic, depressive and irritable) were higher in cases (BD+AMs) than controls (BD only) (p<0.001). Hyperthymic and irritable temperaments in particular significantly increased the odds of concomitant AM within the BD sample after adjustment for potential confounders.  LIMITATIONS:  The definition of AM was not directly based on formal diagnostic classification systems. A retrospective, cross-sectional design was used. Our findings may not generalize to other countries and cultures.  CONCLUSIONS:  Higher scores on measures of hyperthymic and irritable temperament may contribute to the association between AM and BD. Assessing affective temperaments early in the course of BD may help to predict the development of an AM problem in vulnerable individuals.
Versatility in Phospho-dependent Molecular Recognition of the XRCC1 and XRCC4 DNA-damage Scaffolds by Aprataxin-family FHA Domains	Aprataxin, aprataxin and PNKP-like factor (APLF) and polynucleotide kinase phosphatase (PNKP) are key DNA-repair proteins with diverse functions but which all contain a homologous forkhead-associated (FHA) domain. Their primary binding targets are casein kinase 2-phosphorylated forms of the XRCC1 and XRCC4 scaffold molecules which respectively coordinate single-stranded and double-stranded DNA break repair pathways. Here, we present the high-resolution X-ray structure of a complex of phosphorylated XRCC4 with APLF, the most divergent of the three FHA domain family members. This, combined with NMR and biochemical analysis of aprataxin and APLF binding to singly and multiply-phosphorylated forms of XRCC1 and XRCC4, and comparison with PNKP reveals a pattern of distinct but overlapping binding specificities that are differentially modulated by multi-site phosphorylation. Together, our data illuminate important differences between activities of the three phospho-binding domains, in spite of a close evolutionary relationship between them.
New Zealand Blackcurrant Extract Improves Cycling Performance and Fat Oxidation in Cyclists	PURPOSE: Blackcurrant intake increases peripheral blood flow in humans, potentially by anthocyanin-induced vasodilation which may affect substrate delivery and exercise performance. We examined the effects of New Zealand blackcurrant (NZBC) extract on substrate oxidation, cycling time-trial performance and plasma lactate responses following the time-trial in trained cyclists. METHODS: Using a randomized, double-blind, crossover design, fourteen healthy men (age: 38 ± 13 years, height: 178 ± 4 cm, body mass: 77 ± 9 kg, V?O2max: 53 ± 6 ml·kg-1·min-1, mean ± SD) ingested NZBC extract (300 mg?day-1 CurraNZ™ containing 105 mg anthocyanin) or placebo (PL, 300 mg microcrystalline cellulose M102) for 7-days (washout 14-days). On day 7, participants performed 30 min of cycling (3x10 min at 45, 55 and 65% V?O2max), followed by a 16.1 km time-trial with lactate sampling during a 20-minute passive recovery. RESULTS: NZBC extract increased fat oxidation at 65% V?O2max by 27% (P < 0.05) and improved 16.1 km time-trial performance by 2.4% (NZBC: 1678 ± 108 s, PL: 1722 ± 131 s, P < 0.05). Plasma lactate was higher with NZBC extract immediately following the time-trial (NZBC: 7.06 ± 1.73 mmol?L-1, PL: 5.92 ± 1.58 mmol?L-1 P < 0.01). CONCLUSIONS: Seven days intake of New Zealand blackcurrant extract improves 16.1 km cycling time-trial performance and increases fat oxidation during moderate intensity cycling.
Epilepsy and Bipolar Disorder	It is well recognized that mood disorders and epilepsy commonly co-occur. Despite this, our knowledge regarding the relationship between epilepsy and bipolar disorder is limited. Several shared features between the two disorders, such as their episodic nature and potential to run a chronic course, and the efficacy of some antiepileptic medications in the prophylaxis of both disorders, are often cited as evidence of possible shared underlying pathophysiology. The present paper aims to review the bidirectional associations between epilepsy and bipolar disorder, with a focus on epidemiological links, evidence for shared etiology, and the impact of these disorders on both the individual and wider society. Better recognition and understanding of these two complex disorders, along with an integrated clinical approach, are crucial for improved evaluation and management of comorbid epilepsy and mood disorders.
Cognitive Behaviour Therapy for Bulimia Nervosa and Eating Disorders Not Otherwise Specified: Translation from Randomized Controlled Trial to a Clinical Setting	BACKGROUND:  Enhanced Cognitive Behaviour Therapy (CBT-E) (Fairburn, Cooper and Shafran, 2003) was developed as a treatment approach for eating disorders focusing on both core psychopathology and additional maintenance mechanisms.  AIMS:  To evaluate treatment outcomes associated with CBT-E in a NHS Eating Disorders Service for adults with bulimia and atypical eating disorders and to make comparisons with a previously published randomized controlled trial (Fairburn et al., 2009) and "real world" evaluation (Byrne, Fursland, Allen and Watson, 2011).  METHOD:  Participants were referred to the eating disorder service between 2002 and 2011. They were aged between 18-65 years, registered with a General Practitioner within the catchment area, and had experienced symptoms fulfilling criteria for BN or EDNOS for a minimum of 6 months.  RESULTS:  CBT-E was commenced by 272 patients, with 135 completing treatment. Overall, treatment was associated with significant improvements in eating disorder and associated psychopathology, for both treatment completers and the intention to treat sample.  CONCLUSIONS:  Findings support dissemination of CBT-E in this context, with significant improvements in eating disorder psychopathology. Improvements to global EDE-Q scores were higher for treatment completers and lower for the intention to treat sample, compared to previous studies (Fairburn et al., 2009; Byrne et al., 2011). Level of attrition was found at 40.8% and non-completion of treatment was associated with higher levels of anxiety. Potential explanations for these findings are discussed.
Student Perceptıons and Experıences of Problem-Based Learnıng in Fırst Year Undergraduate Sports Therapy	Problem-based learning (PBL) has long been used as a means to foster critical thinking and student autonomy. However, few studies have investigated the effectiveness of PBL in Sports Therapy. The aim of this study was to examine first year Sports Therapy students' perceptions of PBL. Results revealed that students perceived PBL as vocationally relevant, by enabling them to work in and across groups, whilst also engaging with a wider range and depth of information compared to more traditional methods of curriculum delivery. External observations of the lecturers input sessions were made by an impartial re- searcher. The implications of the study are that PBL appears to be a professionally suitable and appropriate learning modality for Sports Therapy students.
Strengthening the Links Between Research and Teaching: Cultivating Student Expectations of Research-informed Teaching Approaches	This article contributes to the pedagogical literature in drawing on findings from an institutional survey exploring perceptions of research-informed teaching, to examine how links between research and teaching can be suitably strengthened. Whilst the integration of research and teaching in higher education can provide valuable ways  of enhancing the student learning experience, establishing such integrative links can be complex and problematic given different practices and levels of understanding. Definitions of ‘research-informed’ teaching indicate variations with respect to the active involvement of students in research that can be compounded by  disciplinary traditions. The survey provided an indication of the extent to which research-informed teaching was practised at the University of Birmingham and thus an insight into understanding and practices. In particular, it offered insights into the ways in which research-informed  teaching relationships were interpreted and embedded within  disciplines, the barriers/difficulties to linking research and teaching and the perceived impact on the student learning experience. The findings suggest that understanding with respect to research-informed teaching  was variable, with a lack of understanding among students of precisely what it constitutes identified as being a key issue. In this paper we discuss the type of approaches that could support more active student engagement in the curriculum and call for the sharing of more curriculum examples from within the disciplines.
Reprint: Learning With a Strategic Management Simulation  Q2 Game: A Case Study	The use of simulation games as a pedagogic method is well established though its effective  use is context-driven. This study adds to the increasing growing body of empirical evidence  of the effectiveness of simulation games but more importantly emphasises why by  explaining the instructional design implemented reflecting best practices. This multimethod  study finds evidence that student learning was enhanced through the use of  simulation games, reflected in the two key themes; simulation games as a catalyst for  learning and simulation games as a vehicle for learning. In so doing the research provides  one of the few empirically based studies that support simulation games in enhancing  learning and, more importantly, contextualizes the enhancement in terms of the  instructional design of the curriculum. This research should prove valuable for those with  an academic interest in the use of simulation games and management educators who use,  or are considering its use. Further, the findings contribute to the academic debate concerning  the effective implementation of simulation game-based training in business and  management education.
The Relationship Between Connectedness to Nature, Environmental Values, and Pro-environmental Behaviours	The aims of this study were to investigate (a) the relationship between connectedness to nature and pro-environmental behaviours; (b) the relationship between environmental values and behaviours; and (c) whether or not there is a mediating effect of values in the relationship between connectedness and behaviour. Seventy-six undergraduate students completed an online survey that measured connectedness to nature, egoistic values, altruistic values, biospheric values, pro-environmental behaviours, and social desirability. The results showed that connectedness to nature, altruistic values and biospheric values were positively related to pro-environmental behaviours; and that environmental values partially mediated the relationship between connectedness to nature and pro-environmental behaviour. These results lend support to Wilson's (1984) biophilia hypothesis, which suggests that all humans are innately and emotionally connected to nature, and the value-belief-norm model of Stern, Dietz, Abel, Guagnano and Kalof (1999), which suggests that values activate cognitions that create a positive environmental personal norm to engage in pro-environmental behaviours.
Improving the Hospital Environment for People with Dementia	The hospital environment is often disorientating for people with dementia and can be particularly distressing when a patient is admitted in an emergency. Subsequent ward moves can also be disruptive and confusing, especially if they take place out of hours. Two NHS trusts aimed to improve the experience for patients with dementia by addressing the physical environment along with practical aspects of care provision at different stages in the hospital journey. The Queen Elizabeth Hospital King’s Lynn NHS Foundation Trust in Norfolk enhanced its emergency department environment by redesigning four bays and an observation area to be dementia-friendly. The hospital has supported these changes by providing dementia awareness training for all staff in these areas. Walsall Healthcare NHS Trust focused on minimising ward moves by implementing procedures to identify patients who should not be moved. Since introducing the new process, adherence has been good and there have been fewer ward moves.
Still Playing Together(?): A Recall to Physical Education and Sport History Intersections.	As academic disciplines, Physical Education and Sport History share interests in performance, participation, physique and the politics of corporeal praxis. Engendering unity between the two disciplines, however, has not been without concern. Scholars working within (and across) both fields have highlighted how the potential for shared knowledge production and meaning making has been, to a degree, stymied by epistemological and methodological criticism and trepidation. Issues over contextualization, rigour, narrative schemas, conceptualizations of the body, and notions of agency and power still, in particular, constrain our current educational and historical readings and renderings of physical culture(s). Scholarly schisms and methodological differences can be overcome, however, and need not prohibit disciplinary collaborations that might better address prevailing ethical questions and affect political cause; vis-à-vis the body, the physical and sport. This brief piece is, consequently, recourse to the scholarly symbiosis between Physical Education and Sport History and echoes the encouragement of our earlier colleagues to play, inquire, create and produce together.
Re-negotiating Ideologies of Bilingualism on the Margins of Education	This article reports on an ethnographic study carried out in three interrelated sites: two contrasting secondary schools and a Youth-Club (the principal focus of this article), in an area of southwest Wales. This article highlights the incongruence between the language at home and the language of the school and posits that the relationship between language use at school and in the wider community needs to be problematised and questioned far more than has been done thus far. This study questions whether school-based ideologies and school-based practices are re-negotiated or contested on the margins of education and whether this re-negotiation and contestation plays an important role in whether a young person chooses to use Welsh or English outside of school. It will be argued that recreational spaces, even though loosely connected to schools as institutions, function as more open spaces where institutional ideologies are actively reworked and renegotiated, either through choosing to use English or by mixing and blending different aspects of linguistic resources, or by re-negotiating and questioning which version of Welshness is more valuable, ‘the removed and authentic’ (as seen at the Welsh school) or the ‘new and hybrid’ as seen at the Youth-Club.
The Effects of French Organisational Relationships on Telework Job Roles: an Exploratory Role Set Analysis	Telework refers to work carried out using some form of information technology away from the tradition workplace.  This paper explores using role set analysis and analyses a pilot scheme of a French public sector organisation.  The investigation focuses on the effects of the interplay between teleworkers with the office based colleagues and line managers, viewed through their relationship interaction and experiences.  Some findings from this study agree with arguments from the literature. Others bring new insight.  Despite benefits for teleworkers, telework can generate burdens for their colleagues and alter work organisation for managers.  Findings also reveal that changes in job roles can have deeper effects on cultural and organisational norms because they challenge assumptions of the traditional workplace.
A Follow-up Study Examining Airborne Ambrosia Pollen  in the Milan Area in 2014 in Relation to the Accidental  Introduction of the Ragweed Leaf Beetle Ophraella Communa	The North American invasive alien Ambrosia artemisiifolia L. (common or short ragweed) is considered to be an important weed in agriculture and source of highly allergenic pollen (Smith et al. 2013; Essl et al. 2015 references therein) in many parts of the world, including Europe. The oligophagous leaf beetle Ophraella communa LeSage 1986 (Coleoptera: Chrysomelidae) preferably feeds from A. artemisiifolia, and is successfully used as a biological agent to control this weed in China (Zhou et al. 2014). It can prevent plants from producing seeds and pollen when it kills them before flowering. In 2013, this  beetle was found to have accidentally established in  Southern Switzerland and Northern Italy, with high  incidence and densities in the Milan area Muller Scharer  et al. 2014). The map showing the presence of the beetle has now been updated for 2014 (Fig. 1). We have previously shown, using linear regression models,  that the exceptionally low amounts of airborne  Ambrosia pollen observed in the Milan area in 2013  could not be explained by meteorology in that year.  We therefore suggested that the decrease might be  related to the presence of large numbers of O.  communa (Bonini et al. 2015)
Validation Française de l’Échelle de la Personnalité Temporelle (French Validation of the Time Personality Indicator)	RÉSUMÉ  Certains auteurs ont développé un intérêt pour la compréhension des aptitudes associées à la gestion du temps. Ainsi, plusieurs définitions théoriques ont été proposées afin de mieux cerner ce concept et une  multitude de questionnaires a été développée afin de le mesurer. La présente étude visait à valider la traduction française d’un de ces outils, soit le Time  Personality Indicator (TPI). Des analyses exploratoires et confirmatoires ont été effectuées sur l’ensemble des données recueillies auprès de 1 267 étudiants et employés de l’Université Laval ayant complété la version française du TPI ainsi que d’autres mesures de la personnalité. Les résultats ont révélé qu’une solution à huit facteurs permet de mieux décrire les données de l’échantillon. La discussion présente les raisons pour lesquelles la version française du TPI est valide, identifie certaines limites de la présente étude et souligne l’utilité de cet outil pour la recherche sur la gestion du temps.    (ABSTRACT: Numerous authors have developed an interest towards the understanding of the abilities  related to time management. As a consequence, multiple theoretical definitions have  been proposed to explain time management. Likewise, several questionnaires have been  developed in order to measure this concept. The aim of this study was to validate a French version of one of these tools, namely the Time Personality Indicator (TPI). The French  version of the TPI and other personality questionnaires were completed by 1267 students  and employees of Université Laval. The statistical approach used included exploratory  and confirmatory analyses. Results revealed that an eight factor model provided a better  adjustment to the data. The discussion provides arguments supporting the validity of the  French version of the TPI and underlines the importance of such a tool for the research on  time management)
Just How Wide Should 'Wide Reading' Be?	Educationalists introduce students to literature search strategies that,with rare exceptions, focus chiefly on the location of primary research reports and systematic reviews of those reports. These sources are, however, unlikely to adequately address the normative and/or metaphysical  questions that nurses frequently and legitimately interest themselves in. To meet these interests, non-research texts exploring normative and/or metaphysical topics might and perhaps should, in some situations, be deemed suitable search targets. This seems plausible and, moreover, students are encouraged to ‘read widely’. Yet accepting this proposition creates significant difficulties. Specifically, if non-research scholarly sources and artistic or literary (humanities) products dealing with  normative/metaphysical issues were included in what are, at present, scientifically orientated searches, it is difficult to draw boundaries around what – if anything – is to be excluded. Engaging with this issue highlights problems with qualitative scholarship’s designation as ‘evidence’. Thus, absurdly, if qualitative scholarship’s findings are labelled evidence because they generate practice-relevant understanding/insight, then any literary or artistic artefact (e.g. a throwaway lifestyle magazine) that generates kindred understandings/insights is presumably also evidence? This conclusion is rejected and it is instead proposed that while artistic, literary, and qualitative inquiries can provide practitioners with powerful and stimulating non-evidential understanding, these sources are not evidence as commonly conceived.
The Immunosuppressive Ligands PD-L1 and CD200 are Linked in AML T-cell Immunosuppression: Identification of a New Immunotherapeutic Synapse	Long-term remission in acute myeloid leukemia (AML) is generally not durable only being achieved in <50% of patients. Consequently there is a need to establish new treatments to prevent relapse. A promising approach is to augment the anti-tumor immune response in these patients; however, it is well established that overexpression of immunosuppressive molecules such as CD200 on the surface of AML cells directly suppresses the antitumor response. Nevertheless, blocking CD200:CD200R, only partially restores T-cell activity, suggesting that alternative immunosuppressive mechanisms need to be explored if the antitumor response in AML is to be optimally exploited.
Improving Activity and Engagement for Patients with Dementia	This is the second in a short series that presents case study examples of the positive work achieved by trusts that participated in the Royal College of Nursing’s development programme to improve dementia care in acute hospitals. Staff often think that there is insufficient time to get to know patients and carers, especially with large and challenging workloads.  Combined with a lack of activities and stimulation for patients with dementia in hospital, this can result in poor engagement and a disconnect between staff and patients. To improve these relationships and give staff more time with patients, Cambridge University Hospitals NHS Foundation Trust has introduced bay nursing for patients with dementia, where one nurse is responsible for monitoring a bay alongside a healthcare assistant for an entire shift. Part of Betsi Cadwaladr University Health Board, Glan Clwyd Hospital in North Wales has focused on improving stimulation by creating an activity room with a specially trained activity worker, providing a relaxed and friendly setting where patients with dementia can take part in a range of activities and have lunch together.
Relationships Among Muscle Dysmorphia Characteristics, Body Image Quality of Life, and Coping in Males	Abstract  Objectives  The purpose of this study was to examine relationships among bodybuilding dependence, muscle satisfaction, body image-related quality of life and body image-related coping strategies, and test the hypothesis that muscle dysmorphia characteristics may predict quality of life via coping strategies.    Design  Participants (294 males, Mage = 20.5 years, SD = 3.1) participated in a cross-sectional survey.    Methods  Participants completed questionnaires assessing muscle satisfaction, bodybuilding dependence, body image-related quality of life and body image-related coping.    Results  Quality of life was correlated positively with muscle satisfaction and bodybuilding dependence but negatively with body image coping (P < 0.05). Body image coping was correlated positively with bodybuilding dependence and negatively with muscle satisfaction (P < 0.05). Mediation analysis found that bodybuilding dependence and muscle satisfaction predicted quality of life both directly and indirectly via body image coping strategies (as evidenced by the bias corrected and accelerated bootstrapped confidence intervals).    Conclusions  These results provide preliminary evidence regarding the ways that muscularity concerns might influence body image-related quality of life.
Using DNA Metabarcoding to Identify the Floral Composition of Honey: a New Tool for Investigating Honey Bee Foraging  Preferences	Identifying the floral composition of honey provides a method for investigating the plants that honey bees visit. We compared melissopalynology, where pollen grains retrieved from honey are identified morphologically, with a DNA metabarcoding approach using the rbcL DNA barcode marker and 454-pyrosequencing. We compared nine honeys supplied by beekeepers in the UK. DNA metabarcoding and melissopalynology were able to detect the most abundant floral components of honey. There was 92% correspondence for the plant taxa that had an abundance of over 20%. However, the level of similarity when all taxa were  compared was lower, ranging from 22–45%, and there was little correspondence between the relative abundance of taxa found using the two techniques. DNA metabarcoding provided much greater repeatability, with a 64% taxa match compared to 28% with melissopalynology. DNA metabarcoding has the advantage over melissopalynology in that it does not require a high level of taxonomic expertise, a greater sample size can be screened and it provides greater resolution for some plant families. However, it does not provide a quantitative approach and pollen present in low levels are less likely to be detected. We investigated  the plants that were frequently used by honey bees by examining the results obtained from both techniques. Plants with a broad taxonomic range were detected, covering 46 families and 25 orders, but a relatively small number of plants were consistently seen across multiple honey samples. Frequently found herbaceous species were Rubus fruticosus, Filipendula ulmaria, Taraxacum officinale, Trifolium spp., Brassica spp. and the non-native, invasive, Impatiens glandulifera. Tree pollen was frequently seen belonging to Castanea sativa, Crataegus monogyna and species of Malus, Salix and Quercus.We conclude that  although honey bees are considered to be supergeneralists in their foraging choices, there are certain key species or plant groups that are particularly important in the honey bees environment. The reasons for this require further investigation in order to better understand honey bee nutritional requirements. DNA metabarcoding can be easily and widely used to investigate floral visitation in honey bees and can be adapted for use with other insects. It  provides a starting point for investigating how we can better provide for the insects that we rely upon for pollination.
Spatial, Temporal and Vertical Distribution of Ammonia Concentrations Over Europe – Comparing a Static and Dynamic Approach With WRF-Chem	The study focuses on the application of a dynamic ammonia emission into the Weather Research and Forecasting Chemistry model (WRF-Chem) and the influence on the simulated ammonia concentrations and the overall model performance. We have focused on agricultural ammonia sources and have analysed both hourly and daily patterns of ammonia emissions and concentrations at measurement sites located in agricultural areas or influenced by this activity. For selected episodes, we have also investigated the 3-D patterns of the ammonia concentrations in the atmosphere. The application of the dynamic ammonia emission into the WRF-Chem model (the “DYNAMIC” simulation) results in an improvement of the modelled daily ammonia concentrations in comparison to a static approach (the “BASE” simulation), which is currently widely used in chemical transport models. In the case of hourly resolution, we have observed an improvement for the DYNAMIC approach for the winter and autumn seasons, but for  the entire year the modelled hourly ammonia peaks are shifted toward the afternoon hours if compared with measurements. This study indicates that the current description of the diurnal cycle of the ammonia concentration from fields is not accurate and more research is needed in order to improve the processes that describe the emission from fertilised fields. The results suggest that the governing processes in relation to the diurnal cycle are the atmospheric mixing and the emission strength. Therefore,an improved description of the diurnal profile of ammonia concentrations within atmospheric models requires a better description of the planetary boundary layer height and a stronger daily pattern of ammonia emission, e.g. through increased evaporation or increased fluxes from the surface.
Exploring Emerging Occupational Therapy Identity and the Development of Graduate Attributes Among Occupational Therapy Students	Introduction: Strong professional identity allows for appropriate representation and promotion of occupational therapy. Academic education assists in the development of occupational therapy identity. This study aims to explore the development of occupational therapy identity and graduate attributes in occupational therapy students after the first year of a revised curriculum.  Method: Occupational therapy students (n¼58) were surveyed at the commencement of the second year. Data analysis used  descriptive statistics and inferential statistics (v2 for trend).  Results: A total of 54 students (93.1%) completed the survey. Students progressively developed occupational therapy identity over time. There were no significant associations between main factors influencing the original decision to study occupational therapy and when occupational therapy identity developed. However, there were significant associations between main factors influencing students’ decision to continue studying and when identity developed. Most students agreed the curriculum equipped them to develop graduate attributes, although this was not significantly associated with factors that either influenced students to study, or continue studying, occupational therapy. There was significant association between development of graduate attributes and  occupational therapy identity over time.  Conclusion: This study showed an emergence of occupational therapy identity and graduate attributes in students, demonstrating the importance of first year curriculum in the development of these factors.
